,chan 1,chan 2,chan 3,chan 4,timestamps,stim_channel1,stim_channel2
0,10.254805564880371,5.572451114654541,5.389195919036865,10.726033210754395,1589747711.4471812,0,0
1,5.052604675292969,6.309211254119873,5.03764533996582,11.690927505493164,1589747711.4471812,0,0
2,1.9671874046325684,-2.5730512142181396,1.2865256071090698,4.259746074676514,1589747711.4478292,0,0
3,7.023531913757324,3.855836868286133,4.69357442855835,6.137176036834717,1589747711.4478292,0,0
4,7.356383323669434,7.5882568359375,5.60984992980957,11.193520545959473,1589747711.44866,0,0
5,6.309211254119873,4.1213698387146,4.94414758682251,6.784178733825684,1589747711.44866,0,0
6,3.7174606323242188,0.1047171950340271,-0.8863562941551208,0.31789150834083557,1589747711.4986336,0,0
7,3.205094337463379,3.4369680881500244,10.367002487182617,9.43576717376709,1589747711.4986336,0,0
8,13.882508277893066,8.81494426727295,8.280138969421387,10.041631698608398,1589747711.4995596,0,0
9,11.070103645324707,5.763185977935791,7.640615463256836,10.991565704345703,1589747711.4995596,0,0
10,2.479553699493408,2.7002077102661133,3.257452964782715,7.797691345214844,1589747711.4998412,0,0
11,6.436367988586426,5.60984992980957,4.719753742218018,7.853789806365967,1589747711.4998412,0,0
12,13.968525886535645,11.556290626525879,5.093743801116943,15.576683044433594,1589747711.500654,0,0
13,4.076490879058838,3.0854175090789795,2.6740283966064453,3.134036064147949,1589747711.500654,0,0
14,0.991073489189148,-2.501993179321289,-4.734713554382324,-1.8811696767807007,1589747711.550896,0,0
15,10.636275291442871,6.787918567657471,4.529018878936768,14.028365135192871,1589747711.550896,0,0
16,14.798784255981445,15.576683044433594,16.092788696289062,19.45121955871582,1589747711.5516815,0,0
17,11.619869232177734,8.811203956604004,12.921354293823242,13.609496116638184,1589747711.5516815,0,0
18,5.363016605377197,3.2798922061920166,6.63458251953125,4.233566761016846,1589747711.5523946,0,0
19,5.983839988708496,6.76547908782959,2.3262178897857666,2.9769604206085205,1589747711.5523946,0,0
20,7.906148433685303,6.226933479309082,6.600923538208008,8.829903602600098,1589747711.5530853,0,0
21,9.880815505981445,5.164802074432373,6.077337265014648,6.866456508636475,1589747711.5530853,0,0
22,4.757152557373047,1.0546517372131348,1.6268564462661743,6.829057216644287,1589747711.655987,0,0
23,10.445540428161621,8.43347454071045,7.887448787689209,10.183747291564941,1589747711.655987,0,0
24,14.219099998474121,11.93402099609375,8.60925006866455,16.593936920166016,1589747711.6568797,0,0
25,7.464840412139893,3.500546455383301,5.022685527801514,5.351796627044678,1589747711.6568797,0,0
26,6.245633125305176,3.6838014125823975,3.1714351177215576,7.363862991333008,1589747711.6574032,0,0
27,10.520339012145996,8.11184310913086,4.600077152252197,9.521785736083984,1589747711.6574032,0,0
28,6.406448841094971,0.07105810195207596,0.49366679787635803,10.512858390808105,1589747711.6583247,0,0
29,9.727479934692383,3.829657554626465,3.4631474018096924,14.619269371032715,1589747711.6583247,0,0
30,8.485833168029785,8.751365661621094,9.802277565002441,19.1669864654541,1589747711.708443,0,0
31,7.14694881439209,6.974913597106934,6.877676010131836,0.42260870337486267,1589747711.708443,0,0
32,9.622762680053711,4.480400085449219,-3.7623393535614014,-11.694666862487793,1589747711.7092123,0,0
33,7.023531913757324,3.3322508335113525,10.322123527526855,8.646648406982422,1589747711.7092123,0,0
34,9.282431602478027,7.247926235198975,15.602862358093262,11.530111312866211,1589747711.709962,0,0
35,8.960800170898438,2.8722431659698486,6.1596150398254395,9.989273071289062,1589747711.709962,0,0
36,11.728325843811035,5.987579822540283,3.665102005004883,12.962492942810059,1589747711.7104023,0,0
37,5.714567184448242,3.422008514404297,3.8969757556915283,14.398614883422852,1589747711.7104023,0,0
38,3.208834171295166,-5.542531967163086,-1.3538438081741333,5.759446144104004,1589747711.7612603,0,0
39,7.838830471038818,0.9873335957527161,2.1093034744262695,12.569804191589355,1589747711.7612603,0,0
40,12.001338958740234,5.815544605255127,7.532158374786377,11.48523235321045,1589747711.7617476,0,0
41,13.444940567016602,2.9021623134613037,4.166248321533203,10.767171859741211,1589747711.7617476,0,0
42,2.285078763961792,-2.3299577236175537,-1.955967664718628,6.720600128173828,1589747711.7624795,0,0
43,9.06177806854248,4.9628472328186035,5.920261859893799,15.808557510375977,1589747711.7624795,0,0
44,5.250819683074951,-1.4884802103042603,-0.9873335957527161,1.4548211097717285,1589747711.763522,0,0
45,9.921954154968262,-0.6096037030220032,5.1797614097595215,6.578484058380127,1589747711.763522,0,0
46,10.381961822509766,1.3762831687927246,15.356029510498047,10.954167366027832,1589747711.8142245,0,0
47,10.33708381652832,3.47810697555542,3.964293956756592,7.139469146728516,1589747711.8142245,0,0
48,7.098330020904541,-1.5146595239639282,4.338284015655518,7.315244197845459,1589747711.8148692,0,0
49,6.114736557006836,3.0854175090789795,7.879969120025635,13.115829467773438,1589747711.8148692,0,0
50,16.425640106201172,8.448433876037598,11.900362014770508,15.808557510375977,1589747711.815634,0,0
51,9.813497543334961,0.9611542820930481,7.072150707244873,10.352043151855469,1589747711.815634,0,0
52,11.406694412231445,3.945594549179077,14.335036277770996,19.52975845336914,1589747711.816331,0,0
53,10.512858390808105,3.257452964782715,6.339130401611328,16.403202056884766,1589747711.816331,0,0
54,6.260592460632324,-6.458806991577148,3.186394691467285,7.771512031555176,1589747711.865955,0,0
55,6.911334991455078,1.3837629556655884,8.298837661743164,13.130788803100586,1589747711.865955,0,0
56,14.013404846191406,1.92978835105896,8.534451484680176,20.659208297729492,1589747711.8666599,0,0
57,10.26976490020752,3.1901347637176514,6.148395538330078,16.507919311523438,1589747711.8666599,0,0
58,3.0031397342681885,-1.7614928483963013,4.510319232940674,12.588502883911133,1589747711.8674517,0,0
59,9.656421661376953,3.9867334365844727,7.928587913513184,16.691173553466797,1589747711.8674517,0,0
60,17.66354751586914,4.401862144470215,14.271458625793457,22.185087203979492,1589747711.8681986,0,0
61,15.457006454467773,7.6817545890808105,12.5062255859375,22.85826873779297,1589747711.8681986,0,0
62,11.907841682434082,7.154428482055664,5.7781453132629395,16.642555236816406,1589747711.9184945,0,0
63,19.746671676635742,7.289064884185791,10.120169639587402,20.782623291015625,1589747711.9184945,0,0
